"Origin ID","Name","Alternative Name","ITI Number","Category","Source","Date","Palette","Threadcount","Notes","Origin URL"
"6247","Elgin City Band (Corporate)","","6247","Corporate","Johnstons of Elgin","Apr 2004","GO#BC8C00; K#101010; B#2C2C80; AB#1870A4;","GO/4 B24 K4 B4 K4 B4 K24 AB48 GO/4","Originally the members of Elgin City Band - not a pipe band but a brass band - were Johnstons' Mill Workers but now there is no such connection - apart from the tartan being designed and woven by Johnstons. The colours are those of the band's uniform. Sample in STA Collection.","http://www.tartansauthority.com/tartan-ferret/display/6247/"
"6249","Glen Moray (Corporate)","","6249","Corporate","Johnstons of Elgin","Apr 2004","GO#BC8C00; LT#A08858; R#C80000; B#2C2C80; TK#8C7038;","B/4 GO4 B52 LT12 TK12 LT12 R4 LT/4","A tartan for the Glen Moray whisky distillery. Based on the Dodd tartan (#4686) as one of the past distillery managers was a Mr Dodson. The colours are to match the blue, gold and red used in the Glen Moray packaging.","http://www.tartansauthority.com/tartan-ferret/display/6249/"
"6250","Shenzhen (Sports)","","6250","Corporate","Gerlam, Peter","pre 2004","AY#DC943C; DO#B84C00; K#101010; Y#E8C000; W#E0E0E0;","K/6 DO58 AY4 DO4 AY8 DO4 AY40 Y2 AY4 Y20 W/6","Designed by Peter Gerlam of Lochcarron of Scotland together with Rangers Football Club for a Chinese team with which they have a twin club agreement - a three year deal to help coach their players while also developing merhcandise and sponsorship links. A new joint strip in bright orange with both club badges was produced and immediately sold 3,000. The tartan is also used for Shenzhen ties.","http://www.tartansauthority.com/tartan-ferret/display/6250/"
"6251","Confederate Rose (Commemorative)","","6251","American; Commemorative","Yellowley, Heather","pre 2004","WW#FCFCFC; P#780078; B#2C2C80; Y#E8C000; CR#C04094; N#888888;","P/48 WW8 CR20 WW8 Y8 WW56 N12 WW8 N12 WW56 CR36 WW2 B8 WW/6","Designed by Heather Yellowley of Strathmore Woollen Co. Ltd, Forfar, Scotland. Commissioned by Lynda R O'Neal, Jolene B. Wiltsie and Alexis Malcolm to honour Rose O'Neal Greenhow who was known as 'Confederate Rose.' A colour variation of the Confederate Memorial tartan (#2501 ~ dsgn:Phil Smith) using Rose pink in her honour. Purple is the symbol of mourning to commemmorate all the widows of Confederate soldiers; blue represents the 'Bonnie blue flag' first used by the Confederacy. Yellow represents the desire to communicate the sacrifice made by her for the cause; grey is the colour of the Confederate uniform and the white background is for the purity of their intentions.","http://www.tartansauthority.com/tartan-ferret/display/6251/"
"6252","Doig (Personal)","","6252","Personal","Mackie, Arthur","May 2004","WW#FCFCFC; B#2C2C80; LB#2888C4; G#006818; Y#E8C000; R#C80000; DR#880000;","LB/16 B10 WW4 R22 G36 B8 LB16 Y4 R2 Y4 R/104 // DR/92 Y4 DR2 Y4 LB14 B8 G30 DR18 WW4 B10 LB14 B10 WW4 DR18 G30 B8 LB14 Y4 DR2 Y/4","Designed by Arthur Mackie of Strathmore Woollen Co. of Forfar, Scotland. Commissioned by R Doig & Son of Forfar as a Family tartan. Based on the Drummond of Perth of which Doig is a sept. Different warp & weft.","http://www.tartansauthority.com/tartan-ferret/display/6252/"
"6253","Oakhall (Corporate)","","6253","American; Corporate","Yellowley, Heather","pre 2004","Y#E8C000; K#101010; M#901C38; G#006818;","K/6 M96 G12 M12 G24 Y6 G4 K/6","Designed by Heather Yellowley of Strathmore Woollen Co. of Forfar, Scotland on behalf of Crawfords Celtic House, Gainesville (?) Florida for their client Oakhall School Pipe Band of Florida. Wear restricted to pupils and ex pupils of the school. Burgundy and gold are the Pipe Band colours.","http://www.tartansauthority.com/tartan-ferret/display/6253/"
"6254","Hunt (Personal)","","6254","Personal","Wilton, Brian","Jan 2004","AA#789484; M#901C38; RY#BC8C00;","M/18 AA4 M90 AA40 RY/6","A bithday present from Melanie Hunt of Essex to her husband on his 40th birthday. The claret and blue are the colours of his favourite football team - West Ham - and the green represents Irish forebears. Weavers Andrew Elliot of Selkirk. The two blue lines represent the Hunts' two children. The 18 threads between those two blues represent the date of the 18th; the 40 threads on either side of the green are for the 40th birthday and the 90 threadcount is for the year 1990.","http://www.tartansauthority.com/tartan-ferret/display/6254/"
"6259","Montreal (Fashion)","","6259","Fashion; Spanish","","pre 2002","LT#A08858; R#C80000; G#006818;","G/86 LT4 G6 LT4 G12 R4 G2 R4 G20 LT/156","From Viv Sharpe via Phil Smith May 2004.","http://www.tartansauthority.com/tartan-ferret/display/6259/"
"6260","Montreal Granate (Fashion)","Montreal Maroon","6260","Fashion; Spanish","","pre 2002","LT#901C38; M#A08858; G#006818;","M/86 LT4 M6 LT4 M12 G4 M2 M20 LT/156","From Viv Sharpe via Phil Smith May 2004. No further details.","http://www.tartansauthority.com/tartan-ferret/display/6260/"
"6262","Harris (Personal)","","6262","American; Personal","","pre 1997","WW#FCFCFC; K#101010; R#C80000; B#2C2C80;","R/8 K2 WW8 K2 R36 K6 R8 K6 R8 K20 B60 K12 B8 WW/12","From Phil Smith May 2004. ""Observed at Grandfather Mountain Games in 1997."" No other details","http://www.tartansauthority.com/tartan-ferret/display/6262/"
"6263","Gates, Htg (Name)","","6263","Name","Smith, Dr. Phil","2002","BL#1474B4; LG#289C18; G#006818;","BL/6 LG60 G16 LG6 G16 LG24 G8 LG6 G/48","Received from Phil Smith May 2004. ""Designed by Dr Philip Smith in 2002 for the Daniel Gates family but may be used by all of the name.""","http://www.tartansauthority.com/tartan-ferret/display/6263/"
"6264","Maresh (Name)","","6264","Name","Smith, Dr. Phil","2004","Y#E8C000; B#2C2C80; R#C80000; K#101010; G#006818;","B/6 R6 B44 G12 K34 B12 G44 Y6 K/6","A simplified form of the Pennsylvania tartan (#3130) with the yellow and red tramlines reversed. Phil Smith designed it for a local (Pennsylvania) colleague of his called Dan Maresh and his family. Phil says ""Dan is my able assistant in this area and a good country dancer. He wears a box-pleated kilt in the PA tartan - hand woven by Peter MacDonald and made by Bob Martin."" Can be worn by anyone of the name.","http://www.tartansauthority.com/tartan-ferret/display/6264/"
"6265","University of North Carolina (Corp.)","","6265","American; Corporate","Smith, Dr. Phil","2003","WW#FCFCFC; Y#E8C000; B#2C2C80;","WW/8 Y16 WW4 Y6 B16 Y11 B8 Y11 B/96","Designed by Dr Phil Smith for the University of North Carolina at Greensboro","http://www.tartansauthority.com/tartan-ferret/display/6265/"
"6266","O'Monaghan (Personal)","O'Mongan","6266","Irish; Personal","Scarlett, James","pre 2004","WW#FCFCFC; GO#BC8C00; LB#2888C4; WB#789484; O#D87C00;","O/14 LB8 WW4 GO50 WW4 LB8 O14 LB8 WW4 WB/50",". No details apart from Jamie's comments: ""There are two pieces of O'Monaghan , a large piece of Lochcarron with mustard yellow squares and a standard 18ins x 12ins of mine with buff squares. My client claimed to be THE O'Monaghan."" Sample of buff squared version in the Scarlett Collection.","http://www.tartansauthority.com/tartan-ferret/display/6266/"
"6267","Celtic Pride (Fashion)","Irish Pride","6267","Canadian; Fashion","Hammond/Kirkbright","May 2004","WW#FCFCFC; LO#EC8048; K#101010; GO#BC8C00; G#006818;","LO/8 G86 K44 G16 K4 WW4 GO6 G/20","","http://www.tartansauthority.com/tartan-ferret/display/6267/"
"6268","Watertown Library Assoc. (Corporate)","","6268","American; Corporate","","pre 2004","AA#789484; K#101010;","AA/8 K4 AA62 K16 AA4 K54 AA4 K/8","Great Scot (Peter Wilson) have had this woven for their customer - probably by Fraser & Kirkbright of Vancouver. Based on the MacLachlan tartan with the yellow switched to a moss green. Woven sample. What has been stipulated as moss green is in fact a mixture of very pale green and gray in alternating single threads just in the weft which gives a mottled effect. The resultant threadcount is too long to record in this system, comprising as it does, over 160 colour changes.","http://www.tartansauthority.com/tartan-ferret/display/6268/"
"6274","Harden (Name)","Wilsons' No.001 (ITI #1146)","6274","Clan; Family","Wilsons of Bannockburn","1819","A#5C8CA8; WW#FCFCFC; R#C80000; G#006818; Y#E8C000; K#101010;","K/4 R28 A16 K18 Y2 K4 WW4 K4 G20 R30 K8 R24 WW/4","Wilson 1819 Pattern Book Page 50. This tartan has been 'adopted' by the Harden Family and is available for all Hardens to wear.","http://www.tartansauthority.com/tartan-ferret/display/6274/"
"6282","Crossnor (Corporate)","","6282","American; Corporate","Warren/Smith","2001","BR#B03000; HG#285800; AW#E8CCB8;","BR/8 HG4 BR26 AW4 HG26 BR4 HG/8","Designed by Marjorie Warren and Dr Phil Smith in 2001 for Crossnor Scholl near Linville, North Carolina, USA. Begun as a school to educate poor Appalachian children, it now specialises in teaching traditional mountain folk crafts and culture. Count called for Burgundy and cream!","http://www.tartansauthority.com/tartan-ferret/display/6282/"
"6284","Tait #2 (Name)","Tate","6284","Name","Smith, Dr Phil","1982","WW#FCFCFC; Y#E8C000; R#C80000; G#006818; BL#1474B4; K#101010;","WW/8 K2 R4 K2 G18 K4 BL48 K4 R12 K4 G24 Y/4","Designed by Dr. Phil Smith for the wedding of Edward Tait in 1982. May be worn by all of the name. Based on the Edinburgh district tartan since that was where the family came from.","http://www.tartansauthority.com/tartan-ferret/display/6284/"
"6285","Turner (Personal)","","6285","Personal","","pre 2004","WW#FCFCFC; K#101010; R#C80000; N#888888;","R/96 K24 N14 K10 WW/6","From a D.C. Dalgliesh swatch 2001. Possibly designed for an individual","http://www.tartansauthority.com/tartan-ferret/display/6285/"
"6286","MacAulay of Lewis (Clan)","","6286","Clan; Family","Smith, Dr Phil","1992","WW#F8F8F8; K#101010; R#C80000; G#006818;","G/12 K32 R6 K32 G56 K8 G24 WW/6","Designed by Dr Phil Smith in 1992 at the request of some MacAulays of Lewis who are a quite different family from the MacAulays of Ardencaple (Argyll & Skye). This is the MacAulay Hunting with the white and red overchecks reversed and a slight change of proportions. Clan Chief queried the tartan in 2005 as he hadn't ever heard of it or been consulted.","http://www.tartansauthority.com/tartan-ferret/display/6286/"
"6288","Akins Hunting (Clan)","Akins of Candler","6288","Clan; Family","Martin, Bob","pre 2004","Y#E8C000; K#101010; R#C80000; B#2C2C80; G#006818;","G/24 R4 G4 R4 K24 B24 Y4 B24 K4 G22 R4 G/4","Designed by Bob Martin (kiltmaker & historian) of Candler, North Carolina for his wife Janet Akins. Advised (April 2010) that this is now regarded as the Akins Hunting. There is no Akins Chief but the three Akins tartans seem to have been approved by the Clan Akins Society and are therefore categorised as 'Clan/Family'","http://www.tartansauthority.com/tartan-ferret/display/6288/"
"6289","Frame (Personal)","","6289","Personal","House of Edgar - Macnaughton Holdings Ltd.","June 2004","WW#FCFCFC; K#101010; LB#2888C4; G#006818;","K/32 G30 K8 LB24 K44 WW4 K/12","Designed by Erica Randall of The House of Edgar. A birthday surprise for Julian Frame for his use and that of his brother Simon and their families.","http://www.tartansauthority.com/tartan-ferret/display/6289/"
"6290","Drummond, Grey (Clans Originaux)","","6290","Clan; Family","Clans Originaux","1880","WW#FCFCFC; LN#C0C0C0; K#101010;","K/10 WW6 K6 LN20 WW6 K6 WW4 K12 WW2 K30 WW6 K6 WW4 K/10","This count is not guaranteed as accurate since it is taken from a photograph of the Drummond Grey in the Clans Originaux pattern book of 1880. The Drummond Grey shown at #1125 now regarded as being inaccurate.","http://www.tartansauthority.com/tartan-ferret/display/6290/"
"6303","Sacramento City Fire Department (P&D","","6303","American; Corporate","Johnson, Fergus","June 2004","WW#FCFCFC; R#C80000; B#2C2C80; G#006818; Y#E8C000; K#101010;","Y/4 B4 WW2 B30 K10 G22 K2 R6 K2 G22 K10 B34 WW/2","The Sacramento City Fire Department developed its Pipes & Drums in 2004 and decided that they needed their own tartan and Firefighter Fergus Johnson designed this. Blue is for the firefighters, white is for the Fire Officers and the Capitol Dome (Sacremento being the state capital of California), red is the department's dedication to duty, yellow - California, the Golden State, Green the Scottish & Irish heritage of many of the pipers and drummers and black is for the many members who have died in the line of duty. Woven sample in STA Collection.","http://www.tartansauthority.com/tartan-ferret/display/6303/"
"6305","Ayre (Personal)","","6305","Personal","MacDonald, Peter","2004 Nov","WW#F8F8F8; Y#E8C000; R#C80000; RB#1C0070; OG#5C6428; K#101010;","Y/6 OG28 K18 R4 K18 RB36 K6 WW/2","Designed by Peter MacDonald as a private tartan for David Ayre Baron of Kilmarnock.","http://www.tartansauthority.com/tartan-ferret/display/6305/"
"6306","Hart (Texas) (Personal)","","6306","American; Personal","Clifford, Linda","pre 2004","Y#E8C000; WW#FCFCFC; K#101010; B#2C2C80; R#C80000;","Y/8 K6 WW4 B14 R14 K8 R10 B8 R60 WW4 B/6","Designed by Linda Clifford for the family of Ernest Neve Hart III, originally from St Mary Cray in Kent, England. No details of design rationale.","http://www.tartansauthority.com/tartan-ferret/display/6306/"
"6307","U.S. Army (Military)","","6307","American; Corporate","Strathmore Woollen Co","Sept 2004","WG#408060; B#2C2C80; TK#8C7038; G#006818; DY#E8C000; K#101010;","B/12 K34 TK8 G102 DY6 WG/8","Commissioned by US Kiltmaker Alex Malcolm. The Army was the only arm of the U.S. Forces not to have its own tartan. The colours were chosen to represent the uniforms - black for the beret, khaki for the summer uniform, light green for the original sniper and now part of the summer uniform, dark blue for the original dress uniform, olive for the combat uniform and gold for the cavalry.","http://www.tartansauthority.com/tartan-ferret/display/6307/"
"6308","Brisbane (Artefact)","","6308","Artifact; Portrait","","pre 1900","LN#C0C0C0; Y#E8C000; R#C80000; G#006818;","G72 LN12 Y4 R8 Y4 R12 Y4 R40","Asymmetric pattern from an old piece of cloth from the Brisbane family of Renfrewshire in the possession of Carla Norris of that family. Recorded by Dr Phil Smith at Grandfather Mountain Games (USA) in 2002.","http://www.tartansauthority.com/tartan-ferret/display/6308/"
"6309","Gates (Name)","","6309","Name","Smith, Dr. Phil","2002","B#2C2C80; R#C80000; K#101010; G#006818;","B/48 R6 B8 R12 G16 R6 G16 R60 K/6","Designed in 2002 by Dr Phil Smith for Daniel Gates but can be worn by all of the name. See also Gates Htg (#6263)","http://www.tartansauthority.com/tartan-ferret/display/6309/"
"6310","MacMillan/Isetan (Corporate)","MacMillan Variation","6310","Corporate; Japanese","","1985","GO#BC8C00; R#C80000; HG#285800;","HG136 R48 HG16 GO36 HG6 GO36 // GO36 HG6 GO36 HG16 R48 HG136","Asymmetric. A variation of #2025 used since 1960 by the Japanese store group Isetan - mainly in their packaging - carrier bags etc. The variation is the removal of all black lines.","http://www.tartansauthority.com/tartan-ferret/display/6310/"
"6311","Mountain Rescue Assoc. (Corporate)","Mountain Rescue Assoc. Honor Guard","6311","American; Corporate","Kovacs/Moore/Jeffers","2004 July","BL#1474B4; DN#5C5C5C; K#101010; WW#FCFCFC;","K/64 BL4 K12 BL4 K26 DN60 WW/4","Designed by Dr Phil Smith and chosen from a set of six by Tim Kovacs, Dave Moore and Neal Jeffers of the MRA. Blue and white are the corporate colours of the MRA representing the Alpine environment and the sky. The 14oz tartan is available for all members of the MRA, is woven by Fraser & Kirkbright of Vancouver and all tartan-wear is sold exclusively (Dec 2004) by Alexis Malcolm Kehm (www.alexismalcomkilts.com). www.mra.org Only known tartan for a mountain rescue/ search & rescue association. Woven sample. Dr Phil Smith produced this design gratis in honour of his father Philip D Smith (1905-1979) who was one of the very first mountain climbers in the Rockies (1920s-1950s). He was the first Ranger hired in Grand Teton National Park when it was founded in 1927 and worked for the National Park Service until World War II began. Most of the first ascents in the Tetons were made by him and several 'firsts' (with Phil junior and his brother) in the Wind River Range, highest in Wyoming. There are at least two mountains named after him. He was rescuing stranded climbers or retrieving dead ones as late as 1952. He was the author of several books on mountaineering in the Tetons and his book 'Knots for Mountaineering' was chosen as a basic book by the Swiss Army.","http://www.tartansauthority.com/tartan-ferret/display/6311/"
