"Source", "Source ID", "Type", "Category", "Name", "Threadcount" 
"House of Tartan", "512", "STA P", "Clan", "MacKillop", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/4R4G14R4B8A2R26B4R4G/6"
"House of Tartan", "218", "STA P", "Clan", "MacKinlay", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/12K4B4K4B4K12G16K2R4K2G16K12B16K4B/4"
"House of Tartan", "540", "STA P", "Clan", "MacKinnon", "B=2C2C80BLUE;G=006818GREEN;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE; P/4R6G4B4R12G32R4B8G4R32G16P4R8W/4"
"House of Tartan", "921", "STA P", "Trade", "MacKinnon Dress", "G=006818GREEN;R=C80000RED;UT=480800UMBER;W=E0E0E0WHITE; G/36UT28W28R/4"
"House of Tartan", "917", "STA P", "Clan", "MacKinnon Hunting", "T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/2T16G16R2G16T16W/2"
"House of Tartan", "1542", "STA P", "Clan", "MacKinnon Hunting (Var)", "T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/2G16T16W/2"
"House of Tartan", "521", "STA P", "Clan", "MacKintosh", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/2R6G22R4B10R/44"
"House of Tartan", "1616", "STA P", "Clan", "MacKintosh (Chief)", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/48K2W2G12W2G2Y4R4K2R4Y4G2W2A12K4R6Y6G4W/2"
"House of Tartan", "1509", "STA P", "Clan", "MacKintosh (Moy Hall)", "K=101010BLACK;G=006818GREEN;R=C80000RED; R/72K4R4K4R6G24R/150"
"House of Tartan", "544", "STA P", "Clan", "MacKintosh Hunting", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/2R6G22R4B10G22Y/2"
"House of Tartan", "5889", "STA P", "Clan/Family", "MacKintosh, Red", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; R/96G20R12G36R12B/4"
"House of Tartan", "1092", "STA P", "Family", "MacKirdy", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; K/4G24K22B24W/2"
"House of Tartan", "732", "STA P", "Clan", "MacLachlan", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; R/32K4R4K4R4K32B32G6B32K32R32K4R/4"
"House of Tartan", "828", "STA P", "Clan", "MacLachlan Dress", "K=101010BLACK;H=006428BOTTLE;G=006818GREEN;LR=D05054ROSE;W=E0E0E0WHITE; H/8K6W48G46H8W6LR/68"
"House of Tartan", "1710", "STA P", "Clan", "MacLachlan Old", "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/48W4Y6G32K32W4Y/6"
"House of Tartan", "1045", "STA P", "Artifact", "MacLaggan", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; K/4B28K28G24W4G24K/28"
"House of Tartan", "1462", "STA P", "Clan", "MacLaine of Lochbuie", "A=5C8CA8AZURE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/64G16A8Y/2"
"House of Tartan", "491", "STA P", "Clan", "MacLaine of Lochbuie Hunting", "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;Y=E8C000YELLOW; B/64R6B8K2Y/6"
"House of Tartan", "342", "STA P", "Clan", "MacLaren", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/48K16G16R4G16K2Y/4"
"House of Tartan", "649", "STA P", "Clan", "MacLaren Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/14W60K26G18R12G32K4Y/14"
"House of Tartan", "344", "STA P", "Clan", "MacLaurin of Brioch", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/72K20G6R6G12K2Y/4"
"House of Tartan", "59", "STA P", "Clan", "MacLean Dress Burgundy", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;SCR=A00048CRIMSON;W=E0E0E0WHITE;Y=E8C000YELLOW; A/24B4K8Y4K6SCR6K6SCR38W62B4W8K/4"
"House of Tartan", "57", "STA P", "Clan", "MacLean of Duart", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/8A2K6Y2K2W2K2G16R24A2R4K/2"
"House of Tartan", "573", "STA P", "Clan", "MacLean of Duart Dress", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;N=888888GREY;LP=B468ACMAUVE;R=C80000RED;UT=480800UMBER;W=E0E0E0WHITE; K/4W8N4W60R38UT6R6UT6G4B8LP4A/24"
"House of Tartan", "824", "STA P", "Clan", "MacLean of Duart Hunting", "K=101010BLACK;G=006818GREEN;W=E0E0E0WHITE; K/2G32K4G4K12W2K12G/6"
"House of Tartan", "61", "STA P", "Clan", "MacLean of Kingairloch", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; B/16A2K12Y2K4W4K4G24T56W2T/8"
"House of Tartan", "3440", "STA P", "Personal", "MacLean, Donald", "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;RB=1C0070ROYAL BLUE;SB=A8ACE8SKY BLUE; B/6DR4RB24K20G6SB6G/32"
"House of Tartan", "323", "STA P", "Clan", "MacLellan", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/58K30G10R10G16K8Y8K8G16R10G10K30B14K/30"
"House of Tartan", "1224", "STA P", "Clan", "MacLellan Blue McLellan", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; K/4W2B14K8R2B8R4B8W4B8R4B8R2G14W2Y/4"
"House of Tartan", "2143", "STA P", "Clan", "MacLennan (or Logan)", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/12B6R4B4R4B32K24G32R2K2Y/4"
"House of Tartan", "1583", "STA P", "Clan", "MacLeod", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/6K4G30K20B40K4Y/4"
"House of Tartan", "1828", "STA P", "Clan", "MacLeod Black &amp; White", "K=101010BLACK;W=E0E0E0WHITE; W/2K24W16K2W/16"
"House of Tartan", "1272", "STA P", "Clan", "MacLeod Dress", "K=101010BLACK;R=C80000RED;Y=E8C000YELLOW; K/16Y4K16Y24R/4"
"House of Tartan", "1582", "STA P", "Clan", "MacLeod of Assynt", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/6K4G30K20B40Y/4"
"House of Tartan", "1258", "STA P", "Clan", "MacLeod of Gesto", "A=5C8CA8AZURE;K=101010BLACK;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; K/6W4R12K8Y4W4Y4K4G64W4K4R12Y4T6W8T6Y4R4K4W4A16W4R/176"
"House of Tartan", "1172", "STA P", "Clan", "MacLeod of Raasay", "K=101010BLACK;R=C80000RED; K/4R36K24R4K/24"
"House of Tartan", "496", "STA P", "Clan", "MacLeod Red", "DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; DB/8R2DB2R4DB22R4DB2R2Y2R2DB2R32DB16R8G8R32G22R16DB8R4Y/4"
"House of Tartan", "15833", "STA P", "Clan", "MacLeod Small", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/2K2G14K10B20K2Y/2"
"House of Tartan", "2375", "STA R", "Clan", "MacLeod Society of Scotland", "Y=E8C000GOLD;NB=003C64NAVY BLUE;LG=289C18LIGHT GREEN;G=006818GREEN;SCR=C8002CSCARLET;AK=1C1C1CANC BLACK;K=101010BLACK; G6LG6SCR44K10NB44Y4NB44K10SCR44LG6"
"House of Tartan", "581", "STA P", "Regimental", "MacLeod's Highlanders", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/24R4W4R4W4K24G22K4W4K4G22K24B22K4R/4"
"House of Tartan", "881", "STA P", "Clan", "MacLintock", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/72R6G6R6B18R6A4R80B6R6B4R/12"
"House of Tartan", "2096", "STA P", "Family", "MacLoughlin Ardmarnoch", "K=101010BLACK;DG=003820DARK GREEN;R=C80000RED; DG/4K4DG12K24R4K24DG4K4DG4K4DG/10"
"House of Tartan", "558", "STA P", "Clan", "MacLulich", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/66R16K24Y4K8W8K8G24B16K8B8W/4"
"House of Tartan", "822", "STA P", "Corporate", "MacMaster", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/68K2R8W2R8K2G8K2Y4K2G14K2R6K2G6K2R6K2G6W2B10W2Y8W/4"
"House of Tartan", "3492", "STA R", "Family", "MacMaster Canadian", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; A4G24R24B16G16K4R8K4R8K4G16B16R24G4R4G4R4G12Y4R2Y4G12R4G4R4G4R24G24"
"House of Tartan", "3493", "STA R", "Clan/Family", "MacMaster", "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;LN=C0C0C0LIGHT GRAY;SB=A8ACE8SKY BLUE; SB4K4DR56G4DR4G24LN8G24DR4G4DR56K4"
"House of Tartan", "3218", "STA R", "Family", "MacMaster (New)", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; A4G24R24B16G16K4R8K4R8K4G16B16R24G4R4G4R4G12Y4R2Y4G12R4G4R4G4R24G24"
"House of Tartan", "2063", "STA P", "Family", "MacMichael", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/2B2G16W2K4B32K4W2R16B2R/2"
"House of Tartan", "2581", "STA P", "Fashion", "MacMillan Black", "K=101010BLACK;HG=285800HUNTING GREEN;R=C80000RED;Y=E8C000YELLOW;G=004810GREEN;NR=885C54GRAY RED;DR=880000DARK RED;GO=BC8C00DARK GOLD; G/6K62DR34G12GO36K/6"
"House of Tartan", "1723", "STA P", "Clan", "MacMillan Dress", "R=C80000RED;Y=E8C000YELLOW; R/4Y20R6Y24R8Y6R36Y4R/12"
"House of Tartan", "667", "STA P", "Clan", "MacMillan Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;LR=D05054ROSE;Y=E8C000YELLOW; B/20Y6B60Y10K16G32LR8G32LR/4"
"House of Tartan", "668", "STA P", "Clan", "MacMillan Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000BASIC RED;DY=E8C000GOLD; B/12DY4B36K12DY6K12G28R6G20R/4"
"House of Tartan", "2025", "STA R", "Clan", "MacMillan Old", "K=101010BLACK;CR=A00048CRIMSON;G=006818GREEN;Y=E8C000YELLOW; G4K2G36K2G4K2CR24G8Y12K2Y12K2"
"House of Tartan", "857", "STA P", "Clan", "MacNab", "SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED; G/16SCR2G2SCR2G2SCR12R16SCR2R16SCR12G14SCR2G/2"
"House of Tartan", "404", "STA P", "Clan", "MacNaughton", "K=101010BLACK;DB=202060DARK BLUE;DG=003820DARK GREEN;R=C80000RED; DB/10R34DB20K20DG32R34DB/10"
"House of Tartan", "1066", "STA P", "Clan", "MacNaughton", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; K/2B2R32B16K24G32R32B2K/2"
"House of Tartan", "1434", "STA P", "Clan", "MacNaughton Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/4B4W52G50K28B26W52B4R/4"
"House of Tartan", "1767", "STA P", "Clan", "MacNeil", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; W/6B28K24G24K4Y/6"
"House of Tartan", "1974", "STA R", "Clan", "MacNeil Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; B36K26G36Y8G36K26W8B8W36B8W8B8W36B8W8K26B36W8"
"House of Tartan", "196", "STA P", "Clan", "MacNeil of Colonsay", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/16G24W4G24K24B24K/8"
"House of Tartan", "871", "STA P", "Clan", "MacNichol", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/4R16G24R4K8B2K16R16G4R16K/4"
"House of Tartan", "1508", "STA P", "Clan", "MacNicol", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; R/32G8R32K32B4K12R8G60R32K8R/24"
"House of Tartan", "752", "STA P", "Family", "MacNiven", "B=2C2C80BLUE;DB=202060DARK BLUE;G=006818GREEN;LG=289C18LIGHT GREEN;R=C80000RED;W=E0E0E0WHITE; G/18LG2DB5R45B3DB18B3R5W/2"
"House of Tartan", "672", "STA P", "Family", "MacOrrell", "B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; B/10Y4B34G28W2G2W2G8Y/4"
"House of Tartan", "1028", "STA P", "Clan", "MacPhail", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; K/8A4G52R12B28R/100"
"House of Tartan", "1367", "STA P", "Clan", "MacPhail Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/4B46K28G32K4W/4"
"House of Tartan", "2158", "STA R", "Corporate", "MacPhail Hunting", "K=101010BLACK;G=006818GREEN;NB=003C64NAVY BLUE;R=C80000RED;W=E0E0E0WHITE; G48K3W8K3G48K34NB60R4NB60K34"
"House of Tartan", "1031", "STA P", "Clan", "MacPhail Red", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED; K/8A4G52R12K28R/100"
"House of Tartan", "1252", "STA P", "Clan", "MacPhee (B&amp;W)", "K=101010BLACK;W=E0E0E0WHITE; K/44W6K6W/44"
"House of Tartan", "1847", "STA P", "Clan", "MacPhee MacFie", "G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/2R24G4R2G32R2G4R24Y/2"
"House of Tartan", "1411", "STA P", "Clan", "MacPherson", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/12B2R12G16Y2K12B8K2B4K2B8R8W2K2R/2"
"House of Tartan", "1410", "STA P", "Clan", "MacPherson (Caledonia)", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/36A10R36G48Y6K38A20K6A6K6A20R36W8K10R/10"
"House of Tartan", "1868", "STA P", "Clan", "MacPherson Blue/White", "B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/10R6W52B42W6B16Y/6"
"House of Tartan", "1615", "STA P", "Clan", "MacPherson Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/4K4W4R16B10K4B4K4B10K14Y4G20W26B6W/26"
"House of Tartan", "3246", "STA R", "Clan", "MacPherson Dress", "P=980040PURPLE;CW=FCFCFCCLEAR;R=C80000RED;K=101010BLACK;Y=E8C000YELLOW; CW12P8CW64K64CW10K24Y8K24CW10K64CW64P8"
"House of Tartan", "94", "STA P", "Clan", "MacPherson Dress (purple)", "A=5C8CA8AZURE;K=101010BLACK;P=780078PURPLE;W=E0E0E0WHITE; W/10K6W62P52W8P20A/8"
"House of Tartan", "1832", "STA P", "Clan", "MacPherson Dress Burgandy", "K=101010BLACK;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/8K4W50R42W6R16Y/6"
"House of Tartan", "1870", "STA P", "Green", "MacPherson Dress", "G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/10R6W52G40W6G16Y/6"
"House of Tartan", "547", "STA P", "Clan", "MacPherson Hunting", "K=101010BLACK;B=2C2C80BLUE;N=888888GREY;R=C80000RED; B/4R4K32R4B4R4N32R4B/4"
"House of Tartan", "548", "STA P", "Clan", "MacPherson Hunting (Old &amp; Rare)", "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE; B/6R6K48R6B6R6W48R6B/6"
"House of Tartan", "1830", "STA P", "Clan", "MacPherson of Cluny", "K=101010BLACK;R=C80000RED;W=E0E0E0WHITE; W/4K22W8K56W70R6W/10"
"House of Tartan", "1793", "STA P", "Clan", "MacPherson Red Dress", "P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/10P6W52R40W6R16Y/6"
"House of Tartan", "8183", "STA P", "Dress", "MacPherson Turquoise", "W=E0E0E0WHITE;K=101010BLACK;LB=2888C4LIGHT BLUE;P=8C008CPURPLE; W/8K4W52LB46W6LB16P/6"
"House of Tartan", "892", "STA P", "Clan", "MacQuarrie", "DG=003820DARK GREEN;R=C80000RED; R/32DG2R2DG2R8DG/24"
"House of Tartan", "1209", "STA P", "Clan", "MacQueen", "K=101010BLACK;R=C80000RED;Y=E8C000YELLOW; K/4R12K4R12K24Y/2"
"House of Tartan", "859", "STA P", "Clan", "MacRae", "B=2C2C80BLUE;DG=003820DARK GREEN;R=C80000RED;W=E0E0E0WHITE; DG/16R4DG16R16B4R4B4R4B4R16B4R4B4R4B4R16W4R4B16R4B16R4W4R16DG4R4DG4R16DG16R4DG/16"
"House of Tartan", "2186", "STA P", "Clan", "MacRae Dress", "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE; R/4K8B4W2K32W2B6W32B4W12R/4"
"House of Tartan", "6529", "STA R", "Fancy", "MacRae Dress Red", "K=101010BLACK;DR=880000DARK RED;LN=C0C0C0LIGHT GRAY;RB=1C0070ROYAL BLUE;WW=F8F8F8WILSON WHITE;R=C80000RED;LB=2888C4LIGHT BLUE; LB6R18K12WW6R48WW6K12WW54K6WW18LB6WW18K6WW54K12WW6R48WW6K12R18"
"House of Tartan", "800", "STA P", "Clan", "MacRae Hunting", "K=101010BLACK;B=2C2C80BLUE;SCR=A00048CRIMSON;G=006818GREEN;W=E0E0E0WHITE; G/52K8G12SCR8G12K52B52K6W14K6B52K52G52K6SCR/14"
"House of Tartan", "1178", "STA P", "Artifact", "MacRae of Ardentoul", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; K/6R4K2R80K2R4K6R4K2R6G36K2W2B4Y2B36A6R/22"
"House of Tartan", "2000", "STA R", "Clan", "MacRae of Inverinate", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B30R10B30R10B30R46G4R6G4R6G4R10W10R10G4R6G4R6G4R46G46R10G30R10G46R46G4R6G4R6G4R10Y10R10G4R6G4R6G4R46"
"House of Tartan", "885", "STA P", "Clan", "MacRae Red", "DB=202060DARK BLUE;DG=003820DARK GREEN;R=C80000RED;W=E0E0E0WHITE; DG/20R3DG20R20DB3R3DB6R3DB3R20DB3R3DB6R3DB3R20W3R4DB20R/4"
"House of Tartan", "982", "STA P", "Clan", "MacRae The Princes Own", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/58R10G56R44K4R4K8R4K4R44K4R4K8R4K4R40W4R18B52R10B56R18W4R44G6R16G6R44G16R12G16R12G10Y6G10R14G24W/4"
"House of Tartan", "2399", "STA R", "Family", "MacRobart", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;HG=285800HUNTING GREEN;W=E0E0E0WHITE; A6HG34A6HG34K30W66B16W66K30HG34A6HG34"
"House of Tartan", "2388", "STA P", "Family", "MacRobart", "K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN;SB=A8ACE8SKY BLUE; SB/4G30SB4G20K20DB/60"
"House of Tartan", "1498", "STA P", "MacRory", "MacRurie", "G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/20G24R6G24R24G8R10G10R24Y8R10G24R/8"
"House of Tartan", "7318", "STA P", "Personal", "MacShimsi", "MY=DCD00CCITRUS;VG=285828JADE;K=101010BLACK;DR=601830PLUM;ER=882C4CFUSHIA; MY/6K80VG10DR10ER/22"
"House of Tartan", "495", "STA P", "Clan", "MacSporran", "K=101010BLACK;B=3C3C60BLUE;G=005028GREEN;R=C80000RED;Y=F0C800YELLOW; B/34R6B8R10B40R6K40G40R10G8R6K6Y/22"
"House of Tartan", "408", "STA R", "Clan", "MacTaggert", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B18K24G4A8G36A8G4K24B24R4B4R4B6"
"House of Tartan", "797", "STA P", "Clan", "MacTavish", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/12K12G12B4R24G4R/24"
"House of Tartan", "230", "STA P", "Clan", "MacTavish", "K=101010BLACK;B=2C2C80BLUE;R=C80000RED; B/6K26B26K12R60B/8"
"House of Tartan", "1383", "STA P", "Family", "MacTavish Dress", "A=5C8CA8AZURE;K=101010BLACK;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/8A56K12W24K24Y/6"
"House of Tartan", "232", "STA P", "Clan", "MacTavish Hunting", "A=5C8CA8AZURE;K=101010BLACK;T=604000BROWN;G=006818GREEN; A/6T52G8A26K26A/4"
"House of Tartan", "10731", "STA P", "Clan", "MacTavish of Dunardry Dress", "LB=5A6E90AZURE;W=FFFFFFWHITE;LT=95765BLIGHT BROWN;G=487731GREEN;K=101010BLACK LB/8K18LB16G6LT6W56LB/16"
"House of Tartan", "228", "STA P", "Clan", "MacTavish Thomson", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;R=C80000RED; A/2K12A12B4R24A/4"
"House of Tartan", "407", "STA P", "Clan", "MacThomas", "K=101010BLACK;B=2C2C80BLUE;SCR=A00048CRIMSON;G=006818GREEN;LP=C49CD8LGT VIOLET; B/6SCR4B44K22G48LP4G/6"
"House of Tartan", "158", "STA P", "Clan", "MacWhirter", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; A/4G32K4A8K4Y8K4A8K4R32W4A/4"
"House of Tartan", "1417", "STA P", "Clan", "MacWilliam", "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED; R/4B32R2K20G24T/4"
"House of Tartan", "7667", "STA P", "Personal", "MacWilliams Wedding", "YY=FCCC3CYELLOW-BASIC;R=D40000BASIC RED;G=006818GREEN;AB=1870A4ANC BLUE;XB=506878BLUEGRAY;K=101010BLACK; R/4G20K24XB2YY4XB28K2XB2G/4"
"House of Tartan", "7678", "STA P", "Name", "Madoc Welsh", "LO=EC8048LGT ORANGE;BN=344054BLUE GREY;G=005410GREEN;NB=00385CNAVY BLUE;R=C80000RED;GO=807034DARK GOLD;VDB=00002CMIDNIGHT; VDB2G36VDB4G4VDB6G6R2G4VDB2G3VDB3.VDB62NB24G6NB8G8GO10G2GO4VDB4GO4G2GO10G8NB8G6NB24VDB62"
"House of Tartan", "6812", "STA R", "Family", "Maguire Clan", "YT=D8B000TAN YELLOW;DO=B84C00DARK ORANGE;GN=406054GREEN GREY;GO=BC8C00DARK GOLD;EG=009468ANCIENT GREEN;LO=EC8048LGT ORANGE;OO=F88000ORANGE-BASIC;AR=E86000ANC RED;AG=00643CANC GREEN;DY=E8C000GOLD; AR116EG8AR8EG8AR24DY84AR24EG8AR8EG8"
"House of Tartan", "502", "STA P", "District", "Maine State", "A=5C8CA8AZURE;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED; A/4R4G66DB4A4DB12A4DB4A42R4G/4"
"House of Tartan", "1406", "STA P", "Family", "Mair", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/46B4R4G6W2R4B36R4G6Y2G6R/46"
"House of Tartan", "714", "STA P", "own", "Maitland Chiefs", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; G/10B48G14K20G48Y4B4Y4R/4"
"House of Tartan", "1531", "STA P", "Regimental", "Makhtoum", "G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/10G24R10G26R80W/22"
"House of Tartan", "1976", "STA R", "Clan", "Malcolm", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; A4K4G24K24B24R4B4R4B24K24G24K4Y4K4"
"House of Tartan", "1785", "STA P", "Clan", "Malcolm Dress", "K=101010BLACK;B=2C2C80BLUE;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4B4W50B5W5K25B23R3B10R3B23K25G27K4DB4Y4K4G27K26W5B5W50B4W/4"
"House of Tartan", "2230", "STA P", "Family", "Manderson", "K=101010BLACK;G=006818GREEN;N=888888GREY;LB=2888C4LIGHT BLUE;RR=901C38MARROON;W=E0E0E0WHITE;A=5C8CA8AZURE; K/8N20K8G16K24RR10G32A32RR10A12W/4"
"House of Tartan", "10844", "STA P", "Family/Personal", "Mangles, Peter and Annette", "XR=E01C18BRT SCARLET;WW=F8F8F8WILSON WHITE;K=101010BLACK;AMN=A4A8A8AM GREY;FSG=006840FS GREEN; XR/80K20FSG20XR20WW20AMN12FSG/12"
"House of Tartan", "144", "STA P", "District", "Manitoba", "A=5C8CA8AZURE;DG=003820DARK GREEN;G=006818GREEN;DR=901C38MARROON;Y=E8C000YELLOW; A/8G4A4G48DG8G4DR24Y/8"
"House of Tartan", "145", "STA P", "District", "Manitoba", "A=5C8CA8AZURE;DG=003820DARK GREEN;LG=289C18LIGHT GREEN;R=C80000RED;Y=E8C000YELLOW; A/6LG2A2LG41DG6LG2R21Y/622"
"House of Tartan", "146", "STA P", "District", "Manitoba", "A=5C8CA8AZURE;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; A/4G2A2G24R4G2SCR12Y/4"
"House of Tartan", "987", "STA P", "Family", "Manson", "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/2R18G6K6G6R2K18W/2"
"House of Tartan", "6945", "STA R", "", "Mantle Tartan", "G=006818GREEN;A=5C8CA8AZURE;BB=2C4080BLUE;K=101010BLACK;XR=C80000RED;DR=880000DARK RED;W=D8D8D8SOFT WHITE; DR6G4DR6G36K28W4BB32G6BB32W4K28G36DR6G4"
