"Origin ID","Name","Alternative Name","Description","Category","Source","Origin URL"
"1698","Watson","Watson Clan Tartan WR307","The Watson tartan was designed and manufactured during 1950 for the use of the Clan Watson Society. The design is based on the Gordon and Hunting MacRae tartans. The name is associated in part with the Aberdeenshire area. The Clan Watson Society no longer appears to be active.","Other","The source of tartan 307 was: Clan Watson Society","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1698.htm"
"1699","Gordon","Gordon Trade Tartan WR308","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 308 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1699.htm"
"1700","Gillies","Gillies Clan Tartan WR309","A name associated with Badenoch and the Hebrides. It means 'servant of Jesus'.","Other","The source of tartan 309 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1700.htm"
"1701","Harmony","Harmony Trade Tartan WR31","GB = Turquoise. Weft has fewer threads in the wider stripes.","Other","The source of tartan 31 was: Dalgleish samples","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1701.htm"
"1702","MacLaren","MacLaren Artifact Tartan WR310","The sample is labelled MacLaren in a collection from Wilson's of Bannockburn, but it is believed to be a naming error. It is normally known as Hunting Grant. Wilson's Hunting Grant is amarriage between Black Watch and the Regent sett, later known as MacLaren.","Other","The source of tartan 310 was: Smith Institute, Stirling","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1702.htm"
"1703","Grant","Grant Hunting Clan Tartan WR311","The source of tartan 311 was: Wilson's of Bannockburn '1819'","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1703.htm"
"1704","Grant","Grant Clan Tartan WR312","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 312 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1704.htm"
"1705","Paisley Fancy Reduced","Paisley Fancy Reduced District Tartan WR313","Sett size reduced here for display purposes. On Sindex Card labelled 'Unidentified' there is a note that says it was submitted by Messrs Stewart Christie & Co for identification and comment. then :-written in pencil 'Canadian - Pik Mills ?' :- Why not a Paisley Fancy tartan C 1875. This last comment is initialled and dated 24/9/83. Initials not known.","Fancy","The source of tartan 313 was: Messrs Stewart Christie & Co","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1705.htm"
"1706","Allison","Allison Family Tartan WR314","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. This sett was first seen in John Wights of Edinburgh 1882 (see TS673)..","Other","The source of tartan 314 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1706.htm"
"1707","Gordon","Gordon Dress Family Tartan WR315","Found in the notes of the late James MacKinlay, a noted authority on tartan. He made the count from a sample in the stock book of Messrs Garrie and Deas.","Other","The source of tartan 315 was: Garrie & Deas Stock Book","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1707.htm"
"1708","Unidentified","Unidentified Tartan 316","The source of tartan 316 was: STS Collection","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1708.htm"
"1709","Ogilvie","Ogilvie Clan Tartan WR317","Only half of the pattern shown due to technical limitations.","Other","The source of tartan 317 was: Paton's Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1709.htm"
"1710","Shaw of Tordarroch","Shaw of Tordarroch Hunting Clan Tartan WR318","Also known as 'Green Shaw of Tordarroch'. Green is 'Sage Green'.","Other","The source of tartan 318 was: Dgn. D.C. Stewart","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1710.htm"
"1711","Stewart, Old./Ancient.","Stewart, Old./Ancient. 319","A sample of this sett is included in the Royal Tartans collection at the Scottish Tartans Society under the title `Stewart of Bute', but it often regarded as the `Clan' tartan as distinct from the `Royal'. Captain Stuart Davidson, founder chairman of the Scottish Tartans Society, suggested that ""it belongs to the Stewarts of the Western Isles"". This is the Wilson's of Bannockburn Thread count. The Highland Society of London No 566 has a similar one but called Ancient Stewart.","Ancient","Wilson's of Bannockburn '1819'","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1711.htm"
"1712","Unnamed","Unnamed No. 54 Tartan WR32","This sett is taken from the records of Messrs Bolingbroke and Jones of Norwich, who were weavers around 1870. Some of the tartans have been adopted or modified in recent times as the copyright of the designs is now in the public domain.","Other","The source of tartan 32 was: Norwich Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1712.htm"
"1713","Hope-Vere","Hope-Vere Weir Family Tartan WR320","The source of tartan 320 was: W & A K Johnston","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1713.htm"
"1714","Ochiltree","Ochiltree Family Tartan WR321","The source of tartan 321 was: Dgn. Phil Smith","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1714.htm"
"1715","Nicolson","Nicolson MacNicol Clan Tartan WR322","From a kilt in the possession of the Aberdeen kiltmakers, Alex Scott and Company but the thread count is found in James MacKinlay of Aberdeen's records. It is also known as ""Cunningham hunting""","Other","James MacKinlay of Aberdeen's records.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1715.htm"
"1716","MacLellan","MacLellan Lochcarron (Old) Clan Tartan WR323","","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1716.htm"
"1717","Gillies","Gillies Clan Tartan WR324","MacKinlay Scale","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1717.htm"
"1718","MacClellan","MacClellan Clan Tartan WR325","The source of tartan 325 was: Peter MacGregor","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1718.htm"
"1719","Clerk","Clerk Family Tartan WR326","Also referred to as Clark.","Other","The source of tartan 326 was: Wilson's of Bannockburn 1847","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1719.htm"
"1720","Weir","Weir Clan Tartan WR327","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 327 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1720.htm"
"1721","Aiton","AITON Clan Tartan WR328","The Aiton Family Society was formalised through the Lord Lyon in 1996. They adopted this tartan which is an unused ""noted"" one. This society excludes persons with the name spelt with an ""R"".","Other","The source of tartan 328 was: Stanley Aiton","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1721.htm"
"1722","Clark","Clark Clerk Clan Tartan WR329","There is a great deal of confusion over the Clark, Clerk, Clergy and Priest tartans. Of the nine setts recorded at the Scottish Tartans Society, two are specifically named as Clark. This stems from a note book of the famous weaving firm of Wilson's of Bannockburn, dated 1847, where the Clark spelling is used. The two setts differ only in the shade of blue.","Other","The source of tartan 329 was: Wilson's of Bannockburn 1847","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1722.htm"
"1723","Lochaber","Lochaber Old.. District Tartan WR33","J.Telfer Dunbar Collection. Lochaber is the home of Clan Cameron and a portion of the Clanranald MacDonalds. The former military Fort William is now the population centre of the district on the West coast of Scotland. This is one of several recorded old authentic patterns from the Lochaber district.","Other","The source of tartan 33 was: Wilson's of Bannockburn, 1797","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1723.htm"
"1724","Cockburn","Cockburn Clan Tartan WR330","In this sett the green ground colour is changed to blue. It is generally considered to be an error.","Other","The source of tartan 330 was: Origin unknown","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1724.htm"
"1725","Unidentified","Unidentified Plaid Tartan WR331","The source of tartan 331 was: Plaid - R.J.Forsyth","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1725.htm"
"1726","Cooper","Cooper Family Tartan WR332","See Couper. (Couper of Gogar)","Other","The source of tartan 332 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1726.htm"
"1727","Stewart, Old","Stewart, Old. 333","","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1727.htm"
"1728","Robertson","Robertson Hunting Clan Tartan WR334","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 334 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1728.htm"
"1729","Canadian Caledonian","Canadian Caledonian Hunting Canadian Tartan WR335","The source of tartan 335 was: Coulson Bonner","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1729.htm"
"1730","Robertson","Robertson Hunting Clan Tartan WR336","One of the 'Dress' and 'Hunting' versions of clan tartans introduced for the first time in 1906 by H. Whyte's and others, 'The Tartans of the Clans and Septs of Scotland' published by W & A. K. Johnston, Edinburgh. The book contains over 200 tartans and is the fore-runner of Johnston's annual pocket editions.","Other","The source of tartan 336 was: W & A K Johnston","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1730.htm"
"1731","Ferguson of Athol","Ferguson of Athol Clan Tartan WR337","D.C. Stewart points to the similarity with the Murray of Athol as a common source or association for the tartan. Some of the Fergussons of Athol and the MacLarens were followers of the Murray of Athol. The Ferguson tartan has a white stripe where the MacLaren has yellow. Chiefs of the clan are the Fergussons of Kilkerran, descended from Fergus of Dalriada, who brought the Stone of Scone to Scotland.","Other","The source of tartan 337 was: Smibert","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1731.htm"
"1732","Ferguson","Ferguson Unidentified Clan Tartan WR338","The source of tartan 338 was: Plaid- Archie MacArthur","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1732.htm"
"1733","Sinclair","Sinclair Sir John... Portrait Tartan WR339","Portrayed as a Colonel in the Rothesay and Caithness Fencibles by Sir Henry Raeburn. Sir John is noted for having introduced agricultural innovations such as the Rotation of Crops.","Other","The source of tartan 339 was: Scottish National Gallery","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1733.htm"
"1734","Hepburn","Hepburn Family Tartan WR34","Acquired by Wm. H. Johnston","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1734.htm"
"1735","Murray of Elibank","Murray of Elibank Clan Tartan WR340","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 340 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1735.htm"
"1736","Regent","Regent Trade Tartan WR341","See MacLaren","Other","The source of tartan 341 was: Wilson's of Bannockburn '1819'","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1736.htm"
"1737","MacLaren","MacLaren Clan Tartan WR342","The MacLaren differs from The Ferguson only in having a yellow line where the latter has a white. They share the unusual feature of an unbroken band of blue. The present tartan appears under this name in Mclan's plate for Clan MacLaren. The Wilsons of Bannockburn were producing it before 1820 - but only under the name of 'Regent'. The Regency ended when George IV succeeded the throne in that year, the name of the tartan then becoming outdated, but production of the sett continued.","Other","The source of tartan 342 was: Wilson's of Bannockburn / Smibert","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1737.htm"
